time_us,out0,out1,out2,out3,out4,out5,out6,out7
7375000,-8.7497,7.6584,-7.5568,0.0000,0.0000,0.0000,0.0000,0.0000
7500000,-6.1884,7.4899,-8.7494,0.0000,0.0000,0.0000,0.0000,0.0000
7625000,-0.0012,-0.1794,-7.5928,0.0000,0.0000,0.0000,0.0000,0.0000
7750000,6.1859,-7.6608,-4.3985,0.0000,0.0000,0.0000,0.0000,0.0000
7875000,8.7497,-7.4939,-0.0241,0.0000,0.0000,0.0000,0.0000,0.0000
8000000,6.1890,0.1593,4.3561,0.0000,0.0000,0.0000,0.0000,0.0000
8125000,0.0024,7.6541,7.5677,0.0000,0.0000,0.0000,0.0000,0.0000
8250000,-6.1856,7.4982,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
8375000,-8.7497,-0.1566,7.5845,0.0000,0.0000,0.0000,0.0000,0.0000
8500000,-6.1884,-7.6550,4.3866,0.0000,0.0000,0.0000,0.0000,0.0000
8625000,-0.0012,-7.4951,0.0122,0.0000,0.0000,0.0000,0.0000,0.0000
8750000,6.1859,0.1660,-4.3652,0.0000,0.0000,0.0000,0.0000,0.0000
8875000,8.7497,7.6611,-7.5720,0.0000,0.0000,0.0000,0.0000,0.0000
9000000,6.1890,7.4869,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
9125000,0.0024,-0.1837,-7.5806,0.0000,0.0000,0.0000,0.0000,0.0000
9250000,-6.1856,-7.6627,-4.3805,0.0000,0.0000,0.0000,0.0000,0.0000
9375000,-8.7497,-7.4921,-0.0061,0.0000,0.0000,0.0000,0.0000,0.0000
9500000,-6.1884,0.1624,4.3704,0.0000,0.0000,0.0000,0.0000,0.0000
9625000,-0.0012,7.6556,7.5751,0.0000,0.0000,0.0000,0.0000,0.0000
9750000,6.1859,7.4969,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
9875000,8.7497,-0.1587,7.5790,0.0000,0.0000,0.0000,0.0000,0.0000
10000000,6.1890,-7.6559,4.3781,0.0000,0.0000,0.0000,0.0000,0.0000
10125000,0.0024,-7.4942,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000
10250000,-6.1856,0.1675,-4.3716,0.0000,0.0000,0.0000,0.0000,0.0000
10375000,-8.7497,7.6617,-7.5757,0.0000,0.0000,0.0000,0.0000,0.0000
10500000,-6.1884,7.4863,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
10625000,-0.0012,-0.1846,-7.5781,0.0000,0.0000,0.0000,0.0000,0.0000
10750000,6.1859,-7.6633,-4.3759,0.0000,0.0000,0.0000,0.0000,0.0000
10875000,8.7497,-7.4918,-0.0009,0.0000,0.0000,0.0000,0.0000,0.0000
11000000,6.1890,0.1630,4.3735,0.0000,0.0000,0.0000,0.0000,0.0000
11125000,0.0024,7.6559,7.5763,0.0000,0.0000,0.0000,0.0000,0.0000
11250000,-6.1856,7.4966,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
11375000,-8.7497,-0.1590,7.5781,0.0000,0.0000,0.0000,0.0000,0.0000
11500000,-6.1884,-7.6562,4.3768,0.0000,0.0000,0.0000,0.0000,0.0000
11625000,-0.0012,-7.4939,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000
11750000,6.1859,0.1678,-4.3723,0.0000,0.0000,0.0000,0.0000,0.0000
11875000,8.7497,7.6620,-7.5760,0.0000,0.0000,0.0000,0.0000,0.0000
12000000,6.1890,7.4863,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
12125000,0.0024,-0.1849,-7.5778,0.0000,0.0000,0.0000,0.0000,0.0000
12250000,-6.1856,-7.6633,-4.3756,0.0000,0.0000,0.0000,0.0000,0.0000
12375000,-8.7497,-7.4918,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000
12500000,-6.1884,0.1630,4.3738,0.0000,0.0000,0.0000,0.0000,0.0000
12625000,-0.0012,7.6559,7.5763,0.0000,0.0000,0.0000,0.0000,0.0000
12750000,6.1859,7.4966,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
12875000,8.7497,-0.1593,7.5781,0.0000,0.0000,0.0000,0.0000,0.0000
13000000,6.1890,-7.6562,4.3765,0.0000,0.0000,0.0000,0.0000,0.0000
13125000,0.0024,-7.4939,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000
13250000,-6.1856,0.1678,-4.3726,0.0000,0.0000,0.0000,0.0000,0.0000
13375000,-8.7497,7.6620,-7.5760,0.0000,0.0000,0.0000,0.0000,0.0000
13500000,-6.1884,7.4863,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
13625000,-0.0012,-0.1849,-7.5778,0.0000,0.0000,0.0000,0.0000,0.0000
13750000,6.1859,-7.6633,-4.3756,0.0000,0.0000,0.0000,0.0000,0.0000
13875000,8.7497,-7.4918,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000
14000000,6.1890,0.1630,4.3738,0.0000,0.0000,0.0000,0.0000,0.0000
14125000,0.0024,7.6559,7.5763,0.0000,0.0000,0.0000,0.0000,0.0000
14250000,-6.1856,7.4966,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
14375000,-8.7497,-0.1593,7.5781,0.0000,0.0000,0.0000,0.0000,0.0000
14500000,-6.1884,-7.6562,4.3765,0.0000,0.0000,0.0000,0.0000,0.0000
14625000,-0.0012,-7.4939,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000
14750000,6.1859,0.1678,-4.3726,0.0000,0.0000,0.0000,0.0000,0.0000
14875000,8.7497,7.6620,-7.5760,0.0000,0.0000,0.0000,0.0000,0.0000
15000000,6.1890,7.4863,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
15125000,0.0024,-0.1849,-7.5778,0.0000,0.0000,0.0000,0.0000,0.0000
15250000,-6.1856,-7.6633,-4.3756,0.0000,0.0000,0.0000,0.0000,0.0000
15375000,-8.7497,-7.4918,-0.0006,0.0000,0.0000,0.0000,0.0000,0.0000
15500000,-6.1884,0.1630,4.3738,0.0000,0.0000,0.0000,0.0000,0.0000
15625000,-0.0012,7.6559,7.5763,0.0000,0.0000,0.0000,0.0000,0.0000
15750000,6.1859,7.4966,8.7497,0.0000,0.0000,0.0000,0.0000,0.0000
15875000,8.7497,-0.1593,7.5781,0.0000,0.0000,0.0000,0.0000,0.0000
16000000,6.1890,-7.6562,4.3765,0.0000,0.0000,0.0000,0.0000,0.0000
